x;y
-2.5212778229841977;2.7019318285403475
-0.8726181538219229;2.0701170871102255
-0.7111867734367796;1.8923043709226595
-2.072993391648115;2.1570923479982747
1.60225729925161;4.968122503806964
-1.0150475736711633;2.296986783238868
-2.469324974004759;3.1907228772625142
1.3898901383929472;4.8283843975557135
2.1870072338811886;6.625428601684769
0.6060611427219906;3.109899682130137
1.9690601858306245;6.728075318408002
1.4078279964189813;5.3717453796340005
2.0669233665677513;6.425201955378114
1.6299527308498893;5.384133731172373
-2.5864677417656647;2.901385685891138
-1.3977147269292514;1.9377236494896153
-0.39735277261277435;2.1621750805408997
-0.6034359130350424;2.5708126526889825
1.750669769569317;6.272036328992923
2.416496042237748;7.354674329035708
-0.2012197313437647;2.7375528038094834
-1.2831625971277878;1.9135472649419658
-0.9560013741766227;2.4567187198438236
0.13817175353244515;2.361743149898318
-2.164708187421229;2.5444721552013316
-0.3409032137348138;1.8559308929173306
1.2359499500365985;4.405059537222186
1.7011312777362324;5.795676823479154
1.1737314264610363;4.307375914519859
-1.7299031985555977;2.244515959615548
2.711056297881317;9.351349026099932
1.216996390353703;4.708816720166719
-1.3353978157044044;2.2195799702194625
0.9463353870021476;3.7201881364300418
-0.4542198235186299;1.6649617165610104
2.3371759214795285;7.995247815732392
-1.9066883357781814;2.0564721286935033
2.109623641679404;6.659639525803071
-1.847578272696534;2.7589729822653974
0.2972036690116511;2.9552002265516473
1.0711065673013103;3.8280099227022766
-0.991462857484644;1.8979561784708452
-2.376763818822406;2.7183309047959607
-2.239360888958042;2.981192549469213
0.8084731208928102;4.103282074644793
2.903744163489417;9.515817289644827
0.2797575767696303;2.9346992990153664
-0.07436458750399355;2.031137020350631
-1.477622578511018;2.446048614432155
2.5591261680286914;8.396488918195839
0.25076549403947546;2.9117564690743714
1.5122239404330635;5.330515181816614
1.8546250667945898;6.488786667840416
0.5971597200854326;3.271761312535671
2.8067705588617518;9.217709850345884
-0.8758599210640412;1.9983019983674861
2.8805293863399095;9.393056427053175
-1.6173717001177668;2.5187112515214816
-0.9054652544160513;2.123740025857229
2.306290200090901;7.132960742250727
1.7902673353886032;5.959785439553008
1.8748665243617673;6.535647123702495
-0.3314314307831161;2.249903365795621
-2.0357181507633566;2.1039699086491765
1.9088586100987328;6.135557930864778
1.0290182239762782;4.1875858176786425
-2.436295383356939;3.273953331836486
0.8842219054779319;3.697469691118364
2.695913072660203;9.21349343964967
2.0962245286017103;6.918622869876796
-2.6370035632012723;3.3739120087030363
1.646287927322347;5.74562485076642
1.4822575793427948;5.12788561394451
1.0260125631493127;4.065192803076075
-0.6086620259183588;1.7185478408897055
2.124539909756635;7.147198010895415
1.2134191262662428;4.820135176487154
-2.3312133886115776;3.312557928316321
-0.39049223798432653;2.1574881821551837
-1.3764681363735582;1.839292890974233
-1.691052117868236;2.0522092253741544
-1.7487970883858368;2.0715592464355304
2.1365303980451706;7.278139617325201
-0.8081661805498896;1.7310351497881653
-1.0752242079638876;2.2839249234379495
1.6783339373564283;5.461270441109638
1.3195954056074903;4.457828405885321
-1.8810908676715106;2.3734153373266786
-1.9230098036150118;2.7728835670166805
-1.0350492217832845;2.023909679043889
-2.773576896274357;3.6261231494160957
-0.6778883608667599;2.2771937649262153
1.455260975394431;5.498561479351985
-2.247380339389546;3.2506174970004778
2.123575650831892;6.968967688006879
-2.526749981726629;3.4095815013153015
0.9185412251633625;4.31262616401003
2.0706096291151415;6.379823748322792
1.0704698364092895;4.031483926967239
1.835500925702532;6.062198256689706
